[f=0000000] [unitdefs.lua] Error: removed eufblab unitDef, missing model file  (ARMBLAB)
[f=0000000] [unitdefs.lua] Error: removed folsom_dam_fogna unitDef, missing model file  (folsom_dam_fogna.s3o)
[f=0000000] [unitdefs.lua] Error: removed the "corfdoom" entry from the "corack" build menu
[f=0000000] [unitdefs.lua] Error: removed the "corfscreamer" entry from the "corack" build menu
[f=0000000] [unitdefs.lua] Error: removed the "icudecom" entry from the "armalab" build menu
[f=0000000] [unitdefs.lua] Error: removed the "eufblab" entry from the "eufcd" build menu
[f=0000000] [unitdefs.lua] Error: removed the "corfdoom" entry from the "coracv" build menu
[f=0000000] [unitdefs.lua] Error: removed the "corfscreamer" entry from the "coracv" build menu
[f=0000000] [unitdefs.lua] Error: removed the "pala001_d" entry from the "wmrtsbuilder" build menu
[f=0000000] [unitdefs.lua] Error: removed the "pala002_d" entry from the "wmrtsbuilder" build menu
[f=0000000] [unitdefs.lua] Error: removed the "pala003_d" entry from the "wmrtsbuilder" build menu
[f=0000000] [unitdefs.lua] Error: removed the "pala004_d" entry from the "wmrtsbuilder" build menu
[f=0000000] [unitdefs.lua] Error: removed the "pala005_d" entry from the "wmrtsbuilder" build menu
[f=0000000] [unitdefs.lua] Error: removed the "armspazioporto" entry from the "wmrtsbuilder" build menu
[f=0000000] [unitdefs.lua] Error: removed the "folsom_dam_fogna" entry from the "wmrtsbuilder" build menu
[f=0000000] [weapondefs.lua] Error: removed fleagoth_missile weaponDef, missing model
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "emg_walk"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosionart" in "emg_walk"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosiongaf" in "emg_walk"
[f=0000000] Warning: WeaponDefs: Unknown tag "endsmoke" in "emgx"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "emgx"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosionart" in "euf_aalightlaser"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosiongaf" in "euf_aalightlaser"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "euf_aalightlaser"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosionart" in "euf_aalightlaser"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosiongaf" in "euf_aalightlaser"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosionart" in "euf_aalightlaser"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosiongaf" in "euf_aalightlaser"
[f=0000000] Warning: WeaponDefs: Unknown tag "collidefirebase" in "eufap_buildlaser"
[f=0000000] Warning: WeaponDefs: Unknown tag "shownanospray" in "eufap_buildlaser"
[f=0000000] Warning: WeaponDefs: Unknown tag "collidefirebase" in "eufavp_buildlaser"
[f=0000000] Warning: WeaponDefs: Unknown tag "collidefirebase" in "eufcd_buildlaser"
[f=0000000] Warning: Could not load sound from def: splshbig
[f=0000000] Warning: Could not load sound from def: canlite2
[f=0000000] Warning: WeaponDefs: Unknown tag "--falloffrate" in "eufpath_laser"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "eufpath_laser"
[f=0000000] Warning: Could not load sound from def: CORSNIPE_laser
[f=0000000] Warning: WeaponDefs: Unknown tag "explosionart" in "eufsnpr_laser"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosiongaf" in "eufsnpr_laser"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosionart" in "eufsnpr_laser"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosiongaf" in "eufsnpr_laser"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosionart" in "eufsnpr_laser"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosiongaf" in "eufsnpr_laser"
[f=0000000] Warning: Could not load sound from def: CORSNIPE_laser
[f=0000000] Warning: WeaponDefs: Unknown tag "collidefirebase" in "euftrasparte_buildlaser"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "exp_heavyrocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "exp_heavyrocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "exp_heavyrocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "fire_blade"
[f=0000000] Warning: WeaponDefs: Unknown tag "endsmoke" in "fire_drillweapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "fire_drillweapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "randomdecay" in "fire_drillweapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "fire_drillweapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "fire_drillweapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "useairlos" in "fire_drillweapon"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "fire_punch"
[f=0000000] Warning: Could not load sound from def: BURN03
[f=0000000] Warning: WeaponDefs: Unknown tag "endsmoke" in "flamethrower"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosionart" in "fleabomb"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosiongaf" in "fleabomb"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosionart" in "fleabomb"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosiongaf" in "fleabomb"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "fleabomb"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosionart" in "fleabomb"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosiongaf" in "fleabomb"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "fleagoth"
[f=0000000] Warning: WeaponDefs: Unknown tag "shakeduration" in "fleammine3"
[f=0000000] Warning: WeaponDefs: Unknown tag "shakemagnitude" in "fleammine3"
[f=0000000] Warning: Could not load sound from def: exmine3
[f=0000000] Warning: WeaponDefs: Unknown tag "explosionart" in "flying_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosiongaf" in "flying_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "flying_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosionart" in "flying_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosiongaf" in "flying_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "flying_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "flying_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "flying_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "flying_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosionart" in "flying_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosiongaf" in "flying_missile"
[f=0000000] Warning: Could not load sound from def: WASP1
[f=0000000] Warning: Could not load sound from def: WASP2
[f=0000000] Warning: Could not load sound from def: WASP2
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "fmadsam_madsam_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "fmd_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "noautorange" in "fmd_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "fmd_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "fmd_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "fmd_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "twophase" in "fmd_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "shakeduration" in "fmine_heavy"
[f=0000000] Warning: WeaponDefs: Unknown tag "shakemagnitude" in "fmine_heavy"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "fpacko_packo_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "ga2"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "ga2"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "ga2"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "ga2"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "ga2"
[f=0000000] Warning: WeaponDefs: Unknown tag "unitsonly" in "gasbag"
[f=0000000] Warning: WeaponDefs: Unknown tag "minbarrelangle" in "gauss"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "gauss"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosionart" in "heavyflying_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosiongaf" in "heavyflying_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "heavyflying_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosionart" in "heavyflying_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosiongaf" in "heavyflying_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "heavyflying_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "heavyflying_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "heavyflying_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "heavyflying_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosionart" in "heavyflying_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosiongaf" in "heavyflying_missile"
[f=0000000] Warning: Could not load sound from def: WASP1
[f=0000000] Warning: Could not load sound from def: WASP2
[f=0000000] Warning: Could not load sound from def: WASP2
[f=0000000] Warning: WeaponDefs: Unknown tag "explosionart" in "heavylandflying_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosiongaf" in "heavylandflying_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "heavylandflying_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosionart" in "heavylandflying_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosiongaf" in "heavylandflying_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "heavylandflying_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "heavylandflying_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "heavylandflying_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "heavylandflying_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosionart" in "heavylandflying_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosiongaf" in "heavylandflying_missile"
[f=0000000] Warning: Could not load sound from def: WASP1
[f=0000000] Warning: Could not load sound from def: WASP2
[f=0000000] Warning: Could not load sound from def: WASP2
[f=0000000] Warning: WeaponDefs: Unknown tag "explosionart" in "hvy_artil"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosiongaf" in "hvy_artil"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosionart" in "hvy_artil"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosiongaf" in "hvy_artil"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "hvy_artil"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosionart" in "hvy_artil"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosiongaf" in "hvy_artil"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "hydra_prime"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "hydramiss"
[f=0000000] Warning: WeaponDefs: Unknown tag "minbarrelangle" in "hydramiss"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "hydramiss"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "hydramiss"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "hydramiss"
[f=0000000] Warning: WeaponDef (icucom_armcomlaser) cylinderTargetting is deprecated and will be removed in the next release (use cylinderTargeting).
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "janus_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "janus_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "janus_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "janus_rocket"
[f=0000000] Warning: WeaponDefs: Unknown tag "minbarrelangle" in "juggernaut_fire"
[f=0000000] Warning: WeaponDefs: Unknown tag "pitchtolerance" in "juggernaut_fire"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "juggernaut_fire"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosionart" in "julaser"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosiongaf" in "julaser"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosionart" in "julaser"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosiongaf" in "julaser"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosionart" in "julaser"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosiongaf" in "julaser"
[f=0000000] Warning: Could not load sound from def: cantdo2
[f=0000000] Warning: Could not load sound from def: cantdo2
[f=0000000] Warning: WeaponDefs: Unknown tag "endsmoke" in "jumpstart"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosionart" in "kengu-lightning"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosiongaf" in "kengu-lightning"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "kengu-lightning"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosionart" in "kengu-lightning"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosiongaf" in "kengu-lightning"
[f=0000000] Warning: WeaponDef (kicucom_armcomlaser) cylinderTargetting is deprecated and will be removed in the next release (use cylinderTargeting).
[f=0000000] Warning: Could not load sound from def: sizzle
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "lightning"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosionart" in "lightskycruiser_emg"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosiongaf" in "lightskycruiser_emg"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "lightskycruiser_emg"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosionart" in "lightskycruiser_emg"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosiongaf" in "lightskycruiser_emg"
[f=0000000] Warning: WeaponDefs: Unknown tag "minbarrelangle" in "lightskycruiser_emg"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "lightskycruiser_emg"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosionart" in "lightskycruiser_emg"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosiongaf" in "lightskycruiser_emg"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosionart" in "lightskycruiseranni"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosiongaf" in "lightskycruiseranni"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "lightskycruiseranni"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosionart" in "lightskycruiseranni"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosiongaf" in "lightskycruiseranni"
[f=0000000] Warning: WeaponDefs: Unknown tag "minbarrelangle" in "lightskycruiseranni"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosionart" in "lightskycruiseranni"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosiongaf" in "lightskycruiseranni"
[f=0000000] Warning: WeaponDef (lightskycruiseranni) cylinderTargetting is deprecated and will be removed in the next release (use cylinderTargeting).
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "madsam_madsam_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "madsam_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "madsam_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "madsam_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "madsam_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "madsam_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosionart" in "mass_driver"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosiongaf" in "mass_driver"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosionart" in "mass_driver"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosiongaf" in "mass_driver"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "mass_driver"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosionart" in "mass_driver"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosiongaf" in "mass_driver"
[f=0000000] Warning: WeaponDefs: Unknown tag "--falloffrate" in "mech_rapidlaser"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "mech_rapidlaser"
[f=0000000] Warning: WeaponDefs: Unknown tag "endsmoke" in "med_emg"
[f=0000000] Warning: WeaponDefs: Unknown tag "pitchtolerance" in "med_emg"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "med_emg"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosionart" in "medusa_stun"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosiongaf" in "medusa_stun"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosionart" in "medusa_stun"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosiongaf" in "medusa_stun"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "medusa_stun"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosionart" in "medusa_stun"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosiongaf" in "medusa_stun"
[f=0000000] Warning: Could not load sound from def: capture1
[f=0000000] Warning: Could not load sound from def: capture1
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "mercury_arm_advsam"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosionart" in "mini_gunaaa"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosiongaf" in "mini_gunaaa"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "mini_gunaaa"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosionart" in "mini_gunaaa"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosiongaf" in "mini_gunaaa"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosionart" in "mini_gunaaa"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosiongaf" in "mini_gunaaa"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "minigoth"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosionart" in "minigoth_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosiongaf" in "minigoth_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "minigoth_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosionart" in "minigoth_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosiongaf" in "minigoth_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "minigoth_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "minigoth_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "minigoth_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosionart" in "minigoth_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosiongaf" in "minigoth_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "minbarrelangle" in "mobileflak"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "mobileflak"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "mobileflak"
[f=0000000] Warning: WeaponDefs: Unknown tag "unitsonly" in "mobileflak"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosionart" in "nanoboom2"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosiongaf" in "nanoboom2"
[f=0000000] Warning: Could not load sound from def: sizzle
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "nova_blade"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "nova_punch"
[f=0000000] Warning: Could not load sound from def: BURN03
[f=0000000] Warning: WeaponDefs: Unknown tag "cruise" in "nuclear_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "nuclear_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "noautorange" in "nuclear_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "propeller" in "nuclear_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "nuclear_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "shakeduration" in "nuclear_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "shakemagnitude" in "nuclear_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "nuclear_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "nuclear_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "twophase" in "nuclear_missile"
[f=0000000] Warning: Could not load sound from def: WASP1
[f=0000000] Warning: Could not load sound from def: WASP2
[f=0000000] Warning: Could not load sound from def: WASP2
[f=0000000] Warning: WeaponDefs: Unknown tag "groundflash.circlealpha" in "oldskool_build"
[f=0000000] Warning: WeaponDefs: Unknown tag "groundflash.circlegrowth" in "oldskool_build"
[f=0000000] Warning: WeaponDefs: Unknown tag "groundflash.color" in "oldskool_build"
[f=0000000] Warning: WeaponDefs: Unknown tag "groundflash.flashalpha" in "oldskool_build"
[f=0000000] Warning: WeaponDefs: Unknown tag "groundflash.flashsize" in "oldskool_build"
[f=0000000] Warning: WeaponDefs: Unknown tag "groundflash.ttl" in "oldskool_build"
[f=0000000] Warning: WeaponDefs: Unknown tag "squarecloud.air" in "oldskool_build"
[f=0000000] Warning: WeaponDefs: Unknown tag "squarecloud.class" in "oldskool_build"
[f=0000000] Warning: WeaponDefs: Unknown tag "squarecloud.ground" in "oldskool_build"
[f=0000000] Warning: WeaponDefs: Unknown tag "squarecloud.properties.airdrag" in "oldskool_build"
[f=0000000] Warning: WeaponDefs: Unknown tag "squarecloud.properties.colormap" in "oldskool_build"
[f=0000000] Warning: WeaponDefs: Unknown tag "squarecloud.properties.directional" in "oldskool_build"
[f=0000000] Warning: WeaponDefs: Unknown tag "squarecloud.properties.emitrot" in "oldskool_build"
[f=0000000] Warning: WeaponDefs: Unknown tag "squarecloud.properties.emitrotspread" in "oldskool_build"
[f=0000000] Warning: WeaponDefs: Unknown tag "squarecloud.properties.emitvector" in "oldskool_build"
[f=0000000] Warning: WeaponDefs: Unknown tag "squarecloud.properties.gravity" in "oldskool_build"
[f=0000000] Warning: WeaponDefs: Unknown tag "squarecloud.properties.numparticles" in "oldskool_build"
[f=0000000] Warning: WeaponDefs: Unknown tag "squarecloud.properties.particlelife" in "oldskool_build"
[f=0000000] Warning: WeaponDefs: Unknown tag "squarecloud.properties.particlelifespread" in "oldskool_build"
[f=0000000] Warning: WeaponDefs: Unknown tag "squarecloud.properties.particlesize" in "oldskool_build"
[f=0000000] Warning: WeaponDefs: Unknown tag "squarecloud.properties.particlesizespread" in "oldskool_build"
[f=0000000] Warning: WeaponDefs: Unknown tag "squarecloud.properties.particlespeed" in "oldskool_build"
[f=0000000] Warning: WeaponDefs: Unknown tag "squarecloud.properties.particlespeedspread" in "oldskool_build"
[f=0000000] Warning: WeaponDefs: Unknown tag "squarecloud.properties.pos" in "oldskool_build"
[f=0000000] Warning: WeaponDefs: Unknown tag "squarecloud.properties.sizegrowth" in "oldskool_build"
[f=0000000] Warning: WeaponDefs: Unknown tag "squarecloud.properties.sizemod" in "oldskool_build"
[f=0000000] Warning: WeaponDefs: Unknown tag "squarecloud.properties.texture" in "oldskool_build"
[f=0000000] Warning: WeaponDefs: Unknown tag "squarecloud.water" in "oldskool_build"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosionart" in "omega_weapon_aria"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosiongaf" in "omega_weapon_aria"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosionart" in "omega_weapon_aria"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosiongaf" in "omega_weapon_aria"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosionart" in "omega_weapon_aria"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosiongaf" in "omega_weapon_aria"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosionart" in "omega_weapon_terra"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosiongaf" in "omega_weapon_terra"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosionart" in "omega_weapon_terra"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosiongaf" in "omega_weapon_terra"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosionart" in "omega_weapon_terra"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosiongaf" in "omega_weapon_terra"
[f=0000000] Warning: Could not load sound from def: Orbitlaser
[f=0000000] Warning: Could not load sound from def: WASP1
[f=0000000] Warning: Could not load sound from def: WASP2
[f=0000000] Warning: Could not load sound from def: WASP2
[f=0000000] Warning: WeaponDefs: Unknown tag "explosionart" in "order_fireexplode"
[f=0000000] Warning: WeaponDefs: Unknown tag "explosiongaf" in "order_fireexplode"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosionart" in "order_fireexplode"
[f=0000000] Warning: WeaponDefs: Unknown tag "lavaexplosiongaf" in "order_fireexplode"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "order_fireexplode"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosionart" in "order_fireexplode"
[f=0000000] Warning: WeaponDefs: Unknown tag "waterexplosiongaf" in "order_fireexplode"
[f=0000000] Warning: Could not load sound from def: LASRLONG
[f=0000000] Warning: Could not load sound from def: WASP1
[f=0000000] Warning: Could not load sound from def: WASP2
[f=0000000] Warning: Could not load sound from def: WASP2
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "packo_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "selfprop" in "packo_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "smokedelay" in "packo_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "packo_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "packo_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "toairweapon" in "packo_packo_missile"
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "parabolt"
[f=0000000] Warning: WeaponDefs: Unknown tag "minbarrelangle" in "parabolt"
[f=0000000] Warning: Could not load sound from def: PhoFir00
[f=0000000] Warning: Could not load sound from def: lashit2
[f=0000000] Warning: WeaponDefs: Unknown tag "endsmoke" in "particleaccelerator"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "particleaccelerator"
[f=0000000] Warning: Could not load sound from def: accel
[f=0000000] Warning: Could not load sound from def: lasbladehit
[f=0000000] Warning: Could not load sound from def: lasbladehit
[f=0000000] Warning: Could not load sound from def: splshbig
[f=0000000] Warning: WeaponDefs: Unknown tag "guidance" in "plasma_blade"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "plasma_punch"
[f=0000000] Warning: Could not load sound from def: BURN03
[f=0000000] Warning: WeaponDefs: Unknown tag "endsmoke" in "ravagerbeam"
[f=0000000] Warning: WeaponDefs: Unknown tag "startsmoke" in "ravagerbeam"
[f=0000000] Warning: WeaponDefs: Unknown tag "targetmoveerrorr" in "ravagerbeam"
